pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,4/2/2024,90.8,3.24,4.96,"DÃ­az, Yandy",650490,571760,,ball,,,,,12,Yandy DÃ­az reaches on a fielding error by first baseman Jared Walsh.,R,R,L,TB,TEX,B,,,0,1,2024,1.41,1.25,0.51,4.29,,,,2,5,Bot,,,,,,,-9.873251614,-131.750664,1.66671742,18.64135599,30.69933264,-18.33345792,3.56,1.69,,,,90.6,2351,6.6,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.93,,,,,,,,37,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,119,0,0.011,,,,-0.011,,1,1,0.677,0.677,33,32,33,33,3,2,,1,6,1,1.55,1.41,-1.41,29.1
FF,4/2/2024,96.3,2.21,5.97,"Neto, Zach",687263,666200,,called_strike,,,,,7,Zach Neto doubles (1) on a line drive to left fielder Bryan De La Cruz.,R,R,L,MIA,LAA,S,,,1,1,2024,1.38,1.16,-0.51,2.01,,,,0,6,Top,,,,,,,-10.19477693,-139.7197854,-7.466905571,20.35153945,30.01310416,-15.40109875,3.31,1.56,,,,95.2,2318,5.7,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.81,,,,,,,,35,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,130,0,-0.051,,,,0.051,,-1,1,0.333,0.667,26,23,27,23,2,1,5,1,6,1,1.3,1.38,-1.38,37.1
SI,4/2/2024,90.5,2.09,4.78,"Story, Trevor",596115,622072,,called_strike,,,,,2,Trevor Story strikes out on a foul tip.,R,R,L,OAK,BOS,S,,,0,0,2024,1.57,0.84,0.15,2.89,,,,1,5,Top,,,,,,,-8.15602166,-131.5075072,-0.52796769,19.94614221,27.9774008,-22.56784376,3.34,1.56,,,,90.2,1914,6.2,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.34,,,,,,,,39,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,115,0,-0.023,,,,0.023,,1,-1,0.676,0.324,33,31,33,32,3,2,5,1,7,1,1.95,1.57,-1.57,19.1
CU,4/2/2024,76.2,-2.25,6.76,"Profar, Jurickson",595777,571945,,ball,,,,,14,Jurickson Profar called out on strikes.,R,L,R,SD,STL,B,,,1,2,2024,0.56,-1.28,0.4,1.14,,,,0,6,Bot,,,,,,,4.530744665,-110.8779749,-2.31710679,3.623836055,23.0986461,-42.39672184,2.92,1.39,,,,75.4,2590,6.1,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.44,,,,,,,,47,4,Curveball,2,3,2,3,3,2,2,3,Strategic,Standard,30,0,0.036,,,,-0.036,,-1,-1,0.387,0.387,35,31,36,31,3,2,5,1,6,1,5.26,-0.56,0.56,54.7
FF,4/2/2024,92.4,-1.93,5.83,"Walsh, Jared",665120,621107,single,hit_into_play,,,,,2,Jared Walsh singles on a fly ball to left fielder Randy Arozarena.   Adolis GarcÃ­a to 3rd.,R,L,R,TB,TEX,X,7,fly_ball,1,2,2024,-0.64,1.3,-0.03,3.59,,666969,,1,7,Top,87.16,132.87,,,,,6.222058407,-134.3955823,-2.636418264,-9.141721601,31.81016445,-16.1729165,3.52,1.62,230,71.3,30,91.9,2353,6.2,745111,650907,650490,678554,670623,676609,668227,642350,642708,54.29,0.783,0.738,0.9,1,1,0,4,50,4,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,221,-0.017,0.776,,,0.858,-0.776,88,5,-5,0.968,0.032,30,30,30,31,3,2,5,1,6,1,1.4,0.64,-0.64,34.5
FF,4/2/2024,91.6,0.93,5.79,"SuÃ¡rez, Eugenio",553993,641482,,foul,,,,,1,Eugenio SuÃ¡rez called out on strikes.,R,R,L,AZ,NYY,S,,,1,1,2024,0.5,1.42,-0.35,3.36,,,,2,5,Bot,,,,,,,-4.30775414,-133.3926873,-3.352748468,6.913549814,28.93150032,-14.65489242,3.45,1.62,191,75.8,61,91.4,2300,6.2,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.34,,,,,,,,41,3,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,156,0,-0.025,,,,0.025,88,3,3,0.876,0.876,29,32,30,33,3,2,5,1,6,1,1.29,0.5,-0.5,50.4
ST,4/2/2024,81.4,-1.5,5.7,"India, Jonathan",663697,605513,,called_strike,,,,,8,"Jonathan India grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CIN,S,,,1,1,2024,1.91,0.24,0.05,1.59,,,668715,2,5,Top,,,,,,,-0.203159933,-118.6172151,-3.076111089,17.99915007,23.64481432,-29.52549447,3.31,1.51,,,,81.5,2701,6.4,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.11,,,,,,,,34,3,Sweeper,2,1,1,2,1,2,1,2,Standard,Standard,74,-0.014,-0.05,,,,0.05,,1,-1,0.68,0.32,31,27,32,28,3,2,,1,6,1,3.2,-1.91,-1.91,28.9
CH,4/2/2024,78.8,1.04,6.5,"Bride, Jonah",681146,542881,,called_strike,,,,,2,Jonah Bride strikes out swinging.,R,R,L,MIA,LAA,S,,,0,0,2024,1.06,1.3,-0.1,3.02,,641313,541645,2,7,Bot,,,,,,,-4.386335604,-114.6696496,-3.141252121,10.14080905,20.48785814,-20.34143742,3.04,1.54,,,,78.2,1837,5.8,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.74,,,,,,,,53,1,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,143,0,-0.077,,,,0.077,,-3,-3,0.115,0.115,34,28,35,29,3,2,,4,6,33,2.36,1.06,-1.06,67.7
CH,4/2/2024,86.6,-2.31,4.85,"Brennan, Will",686823,622491,,ball,,,,,13,"Will Brennan grounds out, third baseman Josh Rojas to first baseman Ty France.",R,L,R,SEA,CLE,B,,,0,0,2024,-1.34,-0.29,-1.37,1.57,,,,0,6,Top,,,,,,,4.884903944,-126.1267827,-1.068531374,-15.2829664,24.92286713,-35.31554246,3.24,1.55,,,,85.2,1609,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.2,,,,,,,,43,1,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,259,0,0.034,,,,-0.034,,-4,4,0.074,0.926,31,26,32,26,3,2,5,1,6,1,3.32,1.34,-1.34,12.5
FF,4/2/2024,95.2,-1.51,5.98,"Vaughn, Andrew",683734,625643,,foul,,,,,12,"Andrew Vaughn grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson.   Gavin Sheets out at 2nd.    Andrew Vaughn out at 1st.",R,R,R,CWS,ATL,S,,,1,2,2024,-0.61,1.4,0.91,2.46,,660162,657757,1,6,Bot,,,,,,,7.739352589,-138.3749408,-6.749294046,-9.543755919,31.38748264,-12.84951177,3.34,1.58,164,78.4,65,95.5,2032,6.6,746814,644433,621566,645277,663586,606115,594807,671739,660670,53.91,,,,,,,,44,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,203,0,0,,,,0,88,1,1,0.778,0.778,30,26,30,26,3,2,,1,7,2,1.12,0.61,0.61,44.1
CU,4/2/2024,78.6,1.36,6.15,"Renfroe, Hunter",592669,608344,,foul,,,,,13,"Hunter Renfroe grounds into a force out, fielded by second baseman Tony Kemp.   Salvador Perez out at 2nd.",R,R,L,BAL,KC,S,,,2,2,2024,-0.87,-0.43,-0.13,1.42,,,521692,2,5,Top,,,,,,,-1.614810854,-114.4322465,-2.567426899,-7.283714575,23.44370351,-35.62063537,3.45,1.64,4,88.3,-22,78.7,2189,6.6,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.94,,,,,,,,39,5,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,323,0,0,,,,0,88.3,-3,3,0.167,0.833,30,32,30,32,3,2,,1,8,1,4.15,-0.87,0.87,39.4
SI,4/2/2024,95.1,-1.82,5.28,"Bleday, JJ",668709,678394,,ball,,,,,13,JJ Bleday walks.   Nick Allen to 2nd.,R,L,R,OAK,BOS,B,,,1,0,2024,-1.42,0.36,-1.23,1.91,,,669397,2,5,Bot,,,,,,,4.76165452,-138.5159097,-4.011569179,-19.40436376,29.95348711,-26.86313703,3.18,1.58,,,,95.3,1969,6.3,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.2,,,,,,,,44,2,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,236,0,0.042,,,,-0.042,,1,1,0.689,0.689,25,26,25,27,3,2,5,1,7,1,2.15,1.42,-1.42,30
SI,4/2/2024,94,0.67,6.17,"Kiermaier, Kevin",595281,664285,,foul,,,,,12,"Kevin Kiermaier grounds into a force out, shortstop Jeremy PeÃ±a to second baseman Jose Altuve.   Isiah Kiner-Falefa out at 2nd.    Kevin Kiermaier to 1st.",R,L,L,HOU,TOR,S,,,0,0,2024,1.43,0.62,1.26,2.57,,,643396,1,8,Top,,,,,,,-1.647465328,-136.8395809,-4.922420606,18.25877337,32.43417353,-23.53550929,3.39,1.61,,,,93.2,2087,6,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.53,,,,,,,,54,1,Sinker,1,0,0,1,0,1,0,1,Strategic,Standard,139,0,-0.047,,,,0.047,,1,-1,0.745,0.255,30,34,31,34,3,2,5,1,26,1,1.98,1.43,1.43,45.7
SV,4/2/2024,82.9,-2.16,5.69,"Diaz, Yainer",673237,621244,,ball,,,,,14,Yainer Diaz walks.,R,R,R,HOU,TOR,B,,,1,2,2024,1.42,-0.65,0.94,0.95,,,,0,7,Bot,,,,,,,4.344696575,-120.6441301,-3.000517904,12.77263781,26.43054893,-38.01929713,3.18,1.54,,,,82.8,2294,6.5,746411,672386,665489,643396,676391,666182,676914,595281,543807,53.98,,,,,,,,47,4,Slurve,1,0,1,0,0,1,1,0,Standard,Standard,40,0,0.036,,,,-0.036,,1,1,0.794,0.794,30,25,30,26,3,2,5,1,6,1,4,-1.42,-1.42,38.8
FF,4/2/2024,95.2,2.37,6.18,"Olson, Matt",621566,676979,,called_strike,,,,,14,Matt Olson strikes out swinging.,R,L,L,CWS,ATL,S,,,0,0,2024,0.79,1.33,0.93,1.86,,,,0,7,Top,,,,,,,-5.616623866,-138.3175836,-8.765702244,11.38051823,28.77894472,-13.38035783,3.52,1.75,,,,96.4,2463,6.9,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.61,,,,,,,,45,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,134,0,-0.033,,,,0.033,,1,-1,0.7,0.3,25,30,25,30,3,2,5,1,5,3,1.18,0.79,0.79,35.2
FF,4/2/2024,91.6,-1.44,4.96,"Outman, James",681546,657277,,ball,,,,,11,James Outman lines out sharply to first baseman Wilmer Flores.,R,L,R,LAD,SF,B,,,0,1,2024,-0.79,0.99,-1.21,3.47,,571970,606192,0,4,Bot,,,,,,,2.285311546,-133.4114276,-0.058461137,-9.880632658,27.48610009,-20.49770846,3.47,1.68,,,,92.4,2038,6.6,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.86,,,,,,,,33,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,241,0,0.07,,,,-0.07,,0,0,0.663,0.663,27,27,28,27,2,1,5,1,5,3,1.71,0.79,-0.79,21.5
FF,4/2/2024,91,-3.06,5.85,"Torres, Gleyber",650402,668678,,foul,,,,,5,Gleyber Torres lines out to second baseman Ketel Marte.,R,R,R,AZ,NYY,S,,,0,0,2024,-0.71,1.44,0.03,2.58,,,,0,6,Top,,,,,,,9.356547048,-132.1613386,-5.443607226,-10.25702535,27.08269578,-14.22032194,3.17,1.54,232,82.8,54,92,2368,6.9,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.61,,,,,,,,42,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,209,0,-0.033,,,,0.033,88,3,-3,0.872,0.128,28,27,29,28,3,2,5,1,6,1,1.31,0.71,0.71,41
ST,4/2/2024,79.3,-1.54,6.01,"Rodgers, Brendan",663898,665871,field_out,hit_into_play,,,,,14,Brendan Rodgers pops out to second baseman Nico Hoerner.,R,R,R,CHC,COL,X,4,popup,1,2,2024,1.36,-0.08,1.06,1.93,,453568,,0,6,Top,145.04,143.2,,,,,3.150732444,-115.5086523,-1.957144122,11.49557107,23.18613551,-32.73523628,3.38,1.59,151,54.1,45,79.5,2414,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.94,0.1,0.09,0,1,0,0,1,50,5,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,53,0.007,-0.264,,,0.1,0.264,88,7,-7,0.979,0.021,26,27,27,28,3,2,,1,6,3,3.72,-1.36,-1.36,55.8
FF,4/2/2024,93.3,-2.22,6.78,"Profar, Jurickson",595777,571945,,foul,,,,,11,Jurickson Profar called out on strikes.,R,L,R,SD,STL,S,,,1,1,2024,-0.47,1.28,-0.27,3.53,,,,0,6,Bot,,,,,,,6.042439324,-135.7537453,-5.42714753,-7.115183886,29.18665737,-15.3180519,3.32,1.61,,,,93.4,2130,6.3,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.22,,,,,,,,47,3,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,209,0,-0.051,,,,0.051,,-1,-1,0.387,0.387,35,31,36,31,3,2,5,1,6,1,1.33,0.47,-0.47,49.8
SI,4/2/2024,91.8,-1.79,5.79,"Walsh, Jared",665120,621107,,called_strike,,,,,8,Jared Walsh singles on a fly ball to left fielder Randy Arozarena.   Adolis GarcÃ­a to 3rd.,R,L,R,TB,TEX,S,,,1,1,2024,-1.44,0.1,0.19,2.12,,666969,,1,7,Top,,,,,,,8.24718491,-133.3515688,-3.59158146,-19.0501974,32.77087807,-30.36142171,3.46,1.6,,,,92.3,2151,7,745111,650907,650490,678554,670623,676609,668227,642350,642708,53.49,,,,,,,,50,3,Sinker,5,0,0,5,0,5,0,5,Infield shade,Standard,224,0,-0.076,,,,0.076,,5,-5,0.968,0.032,30,30,30,31,3,2,5,1,6,1,2.65,1.44,-1.44,30.6
SL,4/2/2024,81.9,2.08,4.69,"Devers, Rafael",646240,622072,field_out,hit_into_play,,,,,13,"Rafael Devers grounds out, shortstop Nick Allen to first baseman Ryan Noda.",R,L,L,OAK,BOS,X,6,ground_ball,0,0,2024,-0.77,-0.38,-0.59,1.35,,,,0,5,Top,122.87,148.4,,,,,-4.502109168,-119.2171247,-0.301189168,-6.548940688,22.21218175,-35.92638534,3.34,1.53,6,79,-13,81.5,2071,6,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.55,0.049,0.052,0,1,0,0,2,38,1,Slider,4,3,3,4,3,4,3,4,Infield shade,Standard,325,0.032,-0.228,,,0.049,0.228,88,1,-1,0.644,0.356,33,27,33,28,3,2,5,1,7,1,3.76,-0.77,-0.77,17
FF,4/2/2024,95.9,2.29,5.97,"Neto, Zach",687263,666200,,ball,,,,,12,Zach Neto doubles (1) on a line drive to left fielder Bryan De La Cruz.,R,R,L,MIA,LAA,B,,,0,1,2024,1.32,1.25,0.3,4.15,,,,0,6,Top,,,,,,,-8.115341468,-139.3667542,-1.991545155,19.04655861,32.26596687,-15.64609824,3.26,1.58,,,,94.5,2203,5.6,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.91,,,,,,,,35,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,130,0,0.023,,,,-0.023,,-1,1,0.333,0.667,26,23,27,23,2,1,5,1,6,1,1.24,1.32,-1.32,36.2
SI,4/2/2024,95.2,-1.93,5.31,"Bleday, JJ",668709,678394,,ball,,,,,13,JJ Bleday walks.   Nick Allen to 2nd.,R,L,R,OAK,BOS,B,,,0,0,2024,-1.7,0.35,-1.54,2.17,,,669397,2,5,Bot,,,,,,,4.830999935,-138.6376536,-3.384780207,-23.05579814,29.72363569,-27.12386358,3.22,1.58,,,,95.2,1958,6.2,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.32,,,,,,,,44,1,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,241,0,0.028,,,,-0.028,,1,1,0.689,0.689,25,26,25,27,3,2,5,1,7,1,2.15,1.7,-1.7,26.1
SL,4/2/2024,85.9,-1.53,5.61,"Haniger, Mitch",571745,669456,,ball,,,,,14,Mitch Haniger hits a ground-rule double (2) on a fly ball to right-center field.,R,R,R,SEA,CLE,B,,,2,2,2024,0.08,0.21,2.13,-0.72,,,,2,6,Bot,,,,,,,8.55993977,-124.6598301,-9.230757823,-0.754590097,22.78023148,-28.41570595,3.1,1.58,,,,86.8,2441,6.8,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.72,,,,,,,,50,6,Slider,0,4,0,4,4,0,0,4,Standard,Standard,231,0,0.041,,,,-0.041,,-4,-4,0.059,0.059,29,33,29,34,3,2,5,1,,1,2.87,-0.08,-0.08,42.1
ST,4/2/2024,82.4,-1.41,5.69,"India, Jonathan",663697,605513,,ball,,,,,14,"Jonathan India grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CIN,B,,,0,1,2024,1.41,0.47,2.1,1.74,,,668715,2,5,Top,,,,,,,5.246598232,-119.9112596,-3.354357251,12.52253734,23.63087249,-27.14739674,3.23,1.47,,,,82.4,2705,6.3,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.16,,,,,,,,34,2,Sweeper,2,1,1,2,1,2,1,2,Standard,Standard,76,0,0.027,,,,-0.027,,1,-1,0.68,0.32,31,27,32,28,3,2,,1,6,1,2.89,-1.41,-1.41,24.2
SL,4/2/2024,85.4,-2.15,5.52,"Siani, Michael",672279,506433,strikeout,swinging_strike,,,,,14,Michael Siani strikes out swinging.,R,L,R,SD,STL,S,2,,1,2,2024,0.35,-0.14,0.82,1.13,,691023,,1,7,Top,,,,,,,6.36691357,-124.305393,-3.793855461,2.317476765,25.07304479,-33.04312521,3.38,1.55,,,,86.1,2747,6.8,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.74,,0,0,1,0,0,,52,4,Slider,2,3,3,2,3,2,3,2,Standard,Standard,86,0.037,-0.243,,,,0.243,,-1,1,0.277,0.723,37,24,38,25,3,2,5,3,6,2,3.26,-0.35,0.35,38.1
FF,4/2/2024,96,2.42,6.2,"Riley, Austin",663586,676979,field_out,hit_into_play,,,,,2,Austin Riley flies out to right fielder Dominic Fletcher.,R,R,L,CWS,ATL,X,9,fly_ball,0,0,2024,0.72,1.42,0.19,3.03,,,,2,6,Top,157.44,118.12,,,,,-7.665411315,-139.563268,-6.115032993,11.13469566,30.31869522,-12.42686445,3.54,1.65,205,96,62,97.8,2538,7.3,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.24,0.009,0.009,0,1,0,0,3,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,139,0.016,-0.099,,,0.013,0.099,96,0,0,0.558,0.442,25,27,25,27,3,2,5,1,5,3,1.05,0.72,-0.72,40.5
FF,4/2/2024,96,-1.61,5.96,"Vaughn, Andrew",683734,625643,,foul,,,,,4,"Andrew Vaughn grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson.   Gavin Sheets out at 2nd.    Andrew Vaughn out at 1st.",R,R,R,CWS,ATL,S,,,1,1,2024,-0.61,1.62,-0.75,2.56,,660162,657757,1,6,Bot,,,,,,,3.675516002,-139.6644326,-7.093758396,-8.823753531,32.76795759,-9.63530464,3.34,1.58,159,77.3,65,96.6,2025,6.7,746814,644433,621566,645277,663586,606115,594807,671739,660670,53.77,,,,,,,,44,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,207,0,-0.078,,,,0.078,88,1,1,0.778,0.778,30,26,30,26,3,2,,1,7,2,0.87,0.61,0.61,43.1
CU,4/2/2024,74.5,3,5.41,"DÃ­az, Yandy",650490,571760,,called_strike,,,,,3,Yandy DÃ­az reaches on a fielding error by first baseman Jared Walsh.,R,R,L,TB,TEX,S,,,0,0,2024,-1.02,-0.61,0.37,3.27,,,,2,5,Bot,,,,,,,-3.604295044,-108.2289947,3.978075856,-7.217584276,21.2318451,-37.97220623,3.58,1.74,,,,73.8,2605,6.1,745111,641680,665120,543760,669701,608369,694497,665750,666969,54.36,,,,,,,,37,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,312,0,-0.016,,,,0.016,,1,1,0.677,0.677,33,32,33,33,3,2,,1,6,1,4.77,-1.02,1.02,38.3
SI,4/2/2024,94.1,0.71,5.95,"Kiner-Falefa, Isiah",643396,664285,single,hit_into_play,,,,,9,Isiah Kiner-Falefa singles on a soft ground ball to third baseman Alex Bregman.,R,R,L,HOU,TOR,X,5,ground_ball,0,1,2024,1.47,0.35,0.53,1.73,,,,1,8,Top,113.49,181.49,,,,,-3.737944158,-136.7715177,-5.917323121,19.21337284,34.26197188,-26.57449342,3.25,1.48,1,75.6,-55,93.3,2075,6.2,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.34,0.283,0.267,0.9,1,1,0,2,53,2,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,130,-0.062,0.29,,,0.305,-0.29,88,1,-1,0.807,0.193,30,29,31,29,3,2,5,1,26,1,2.26,1.47,-1.47,36.4
FF,4/2/2024,91.3,0.98,5.76,"SuÃ¡rez, Eugenio",553993,641482,,ball,,,,,12,Eugenio SuÃ¡rez called out on strikes.,R,R,L,AZ,NYY,B,,,0,1,2024,0.58,1.59,1.67,2.84,,,,2,5,Bot,,,,,,,0.456404073,-132.992181,-4.885507702,6.824067144,29.34909775,-12.44190788,3.52,1.59,,,,91.2,2295,6.2,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.27,,,,,,,,41,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,153,0,0.011,,,,-0.011,,3,3,0.876,0.876,29,32,30,33,3,2,5,1,6,1,1.14,0.58,-0.58,49.2
SI,4/2/2024,93.5,-0.88,6.18,"Castellanos, Nick",592206,668933,,ball,,,,,13,Nick Castellanos lines out to left fielder Spencer Steer.,R,R,R,PHI,CIN,B,,,0,0,2024,-0.71,0.71,-0.29,1.23,,,681082,2,6,Bot,,,,,,,3.024122278,-135.9034524,-8.473820871,-9.406807448,30.65758487,-21.68368033,3.83,1.88,,,,92.4,2332,5.8,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.74,,,,,,,,46,1,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,214,0,0.028,,,,-0.028,,2,2,0.838,0.838,26,32,26,32,3,2,,1,6,1,1.91,0.71,0.71,45.6
KC,4/2/2024,83.7,-1.58,5.62,"Contreras, William",661388,686973,,ball,,,,,14,William Contreras lines out to third baseman Willi Castro.,R,R,R,MIL,MIN,B,,,1,1,2024,-0.14,-0.83,0.65,1.11,,,,1,4,Bot,,,,,,,5.487634082,-121.8024048,-2.410289966,-2.403614491,22.94159887,-40.20326552,3.64,1.84,,,,84.8,2439,6.9,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.58,,,,,,,,36,3,Knuckle Curve,3,1,3,1,1,3,3,1,Strategic,Standard,41,0,0.037,,,,-0.037,,2,2,0.779,0.779,26,26,27,27,3,2,,2,7,1,4.07,0.14,0.14,41.6
FF,4/2/2024,88.7,0.98,6.39,"GarcÃ­a, AvisaÃ­l",541645,542881,walk,ball,,,,,11,AvisaÃ­l GarcÃ­a walks.   Tim Anderson to 2nd.,R,R,L,MIA,LAA,B,,,3,1,2024,0.51,1.7,-0.26,3.97,,,641313,2,7,Bot,,,,,,,-4.100645005,-129.1368044,-3.441205864,6.549336531,26.54553668,-12.62652139,3.29,1.62,,,,88.6,2222,6.2,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.32,,0.689131,0.7,1,0,0,,52,5,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,169,0.026,0.128,,,,-0.128,,-3,-3,0.089,0.089,34,33,35,33,3,2,,1,6,1,1.19,0.51,-0.51,65.1
ST,4/2/2024,82.8,-1.56,4.89,"Outman, James",681546,657277,,called_strike,,,,,4,James Outman lines out sharply to first baseman Wilmer Flores.,R,L,R,LAD,SF,S,,,0,0,2024,1.18,0.49,-0.53,2.33,,571970,606192,0,4,Bot,,,,,,,0.036788095,-120.6539702,-0.354918329,11.49216692,23.2111429,-27.49151264,3.48,1.63,,,,83.7,2591,6.8,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.73,,,,,,,,33,1,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,61,0,-0.09,,,,0.09,,0,0,0.663,0.663,27,27,28,27,2,1,5,1,5,3,2.82,-1.18,1.18,23
CU,4/2/2024,81.7,1.36,6.02,"Renfroe, Hunter",592669,608344,,blocked_ball,,,,,13,"Hunter Renfroe grounds into a force out, fielded by second baseman Tony Kemp.   Salvador Perez out at 2nd.",R,R,L,BAL,KC,B,,,1,2,2024,-0.88,-0.01,-1.32,0.85,,,521692,2,5,Top,,,,,,,-4.352079483,-118.8935684,-5.062316309,-7.542438957,22.78275583,-31.50482846,3.51,1.64,,,,82.1,2321,6.5,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.98,,,,,,,,39,4,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,325,0,0.032,,,,-0.032,,-3,3,0.167,0.833,30,32,30,32,3,2,,1,8,1,3.42,-0.88,0.88,36.6
SV,4/2/2024,82.4,-2.11,5.63,"Diaz, Yainer",673237,621244,,called_strike,,,,,5,Yainer Diaz walks.,R,R,R,HOU,TOR,S,,,1,1,2024,1.14,-0.34,0.24,2.56,,,,0,7,Bot,,,,,,,3.124217855,-119.9992916,0.242493314,10.35639843,24.81469871,-35.71174799,3.15,1.51,,,,82.4,2302,6.4,746411,672386,665489,643396,676391,666182,676914,595281,543807,54.1,,,,,,,,47,3,Slurve,1,0,1,0,0,1,1,0,Standard,Standard,47,0,-0.051,,,,0.051,,1,1,0.794,0.794,30,25,30,26,3,2,5,1,6,1,3.71,-1.14,-1.14,37.8
